b'["time", "open", "high", "low", "close", "volume"]'
b'["2022-02-11 10:35:00", "134.12", "134.15", "134.07", "134.0863", "3171"]'
b'["2022-02-11 10:34:00", "134.2199", "134.2199", "134.05", "134.149", "26448"]'
b'["2022-02-11 10:30:00", "134.4", "134.4", "134.305", "134.32", "7658"]'
b'["2022-02-11 10:29:00", "134.32", "134.4219", "134.32", "134.41", "4931"]'
b'["2022-02-11 10:27:00", "134.4191", "134.43", "134.4191", "134.43", "1957"]'
b'["2022-02-11 10:24:00", "134.5", "134.55", "134.4", "134.407", "4761"]'
b'["2022-02-11 10:23:00", "134.5", "134.52", "134.43", "134.4401", "3293"]'
b'["2022-02-11 10:21:00", "134.46", "134.475", "134.3617", "134.3617", "4692"]'
b'["2022-02-11 10:16:00", "134.49", "134.5", "134.41", "134.45", "3478"]'
b'["2022-02-11 10:13:00", "134.485", "134.485", "134.36", "134.4152", "6756"]'
b'["2022-02-11 10:10:00", "134.32", "134.41", "134.28", "134.41", "19459"]'
b'["2022-02-11 10:09:00", "134.33", "134.355", "134.3299", "134.3299", "3289"]'
b'["2022-02-11 10:06:00", "134.33", "134.4141", "134.28", "134.4", "8030"]'
b'["2022-02-11 10:05:00", "134.39", "134.39", "134.3395", "134.35", "2521"]'
b'["2022-02-11 10:03:00", "134.33", "134.45", "134.33", "134.355", "2959"]'
b'["2022-02-11 10:00:00", "134.29", "134.43", "134.29", "134.41", "7906"]'
b'["2022-02-11 09:59:00", "134.285", "134.32", "134.245", "134.245", "3682"]'
b'["2022-02-11 09:57:00", "134.64", "134.64", "134.38", "134.38", "5821"]'
b'["2022-02-11 09:55:00", "134.55", "134.68", "134.49", "134.62", "5139"]'
b'["2022-02-11 09:51:00", "134.4", "134.4", "134.22", "134.34", "8323"]'
b'["2022-02-11 09:50:00", "134.28", "134.45", "134.28", "134.43", "45869"]'
b'["2022-02-11 09:49:00", "134.3501", "134.38", "134.24", "134.325", "11941"]'
b'["2022-02-11 09:48:00", "134.3247", "134.38", "134.25", "134.32", "163485"]'
b'["2022-02-11 09:45:00", "133.9646", "134.1699", "133.9642", "134.13", "7450"]'
b'["2022-02-11 09:44:00", "133.97", "134.06", "133.9", "133.97", "9671"]'
b'["2022-02-11 09:40:00", "133.5889", "133.64", "133.48", "133.57", "7228"]'
b'["2022-02-11 09:38:00", "133.565", "133.79", "133.56", "133.74", "23061"]'
b'["2022-02-11 09:35:00", "133.3827", "133.52", "133.29", "133.29", "9385"]'
b'["2022-02-11 09:33:00", "133.7471", "133.803", "133.5", "133.63", "9675"]'
b'["2022-02-11 09:31:00", "133.9", "133.98", "133.61", "133.76", "85141"]'
b'["2022-02-11 09:00:00", "133.64", "133.64", "133.64", "133.64", "459"]'
b'["2022-02-11 07:33:00", "133.29", "133.29", "133.29", "133.29", "245"]'
b'["2022-02-11 07:20:00", "133.3", "133.3", "133.3", "133.3", "210"]'
b'["2022-02-10 19:48:00", "133.49", "133.49", "133.49", "133.49", "100"]'
b'["2022-02-10 18:56:00", "133.48", "133.48", "133.48", "133.48", "4349"]'
b'["2022-02-10 18:37:00", "133.56", "133.56", "133.56", "133.56", "799"]'
b'["2022-02-10 18:30:00", "133.59", "133.59", "133.56", "133.56", "1095"]'
b'["2022-02-10 18:20:00", "133.59", "133.59", "133.59", "133.59", "440"]'
b'["2022-02-10 18:01:00", "133.55", "133.55", "133.55", "133.55", "110"]'
b'["2022-02-10 17:26:00", "133.5", "133.5", "133.26", "133.26", "450"]'
b'["2022-02-10 16:06:00", "133.94", "133.94", "133.94", "133.94", "153"]'
b'["2022-02-10 16:03:00", "133.52", "133.52", "133.52", "133.52", "26098"]'
b'["2022-02-10 16:01:00", "133.52", "133.52", "133.52", "133.52", "19468"]'
b'["2022-02-10 16:00:00", "133.73", "133.73", "133.44", "133.54", "135981"]'
b'["2022-02-10 15:59:00", "133.6", "133.73", "133.6", "133.73", "36975"]'
b'["2022-02-10 15:57:00", "133.81", "133.81", "133.61", "133.62", "36809"]'
b'["2022-02-10 15:56:00", "133.6", "133.86", "133.6", "133.81", "58918"]'
b'["2022-02-10 15:55:00", "133.59", "133.68", "133.55", "133.575", "28990"]'
b'["2022-02-10 15:53:00", "133.68", "133.76", "133.61", "133.62", "50387"]'
b'["2022-02-10 15:51:00", "133.55", "133.608", "133.42", "133.595", "28319"]'
b'["2022-02-10 15:49:00", "133.54", "133.55", "133.44", "133.45", "12669"]'
b'["2022-02-10 15:47:00", "133.56", "133.58", "133.49", "133.49", "22857"]'
b'["2022-02-10 15:46:00", "133.675", "133.7", "133.56", "133.58", "37273"]'
b'["2022-02-10 15:44:00", "133.49", "133.65", "133.44", "133.63", "28929"]'
b'["2022-02-10 15:43:00", "133.53", "133.55", "133.47", "133.49", "22874"]'
b'["2022-02-10 15:39:00", "133.76", "133.87", "133.73", "133.74", "21439"]'
b'["2022-02-10 15:36:00", "133.77", "133.81", "133.73", "133.78", "14174"]'
b'["2022-02-10 15:34:00", "133.76", "133.83", "133.7069", "133.83", "14465"]'
b'["2022-02-10 15:32:00", "133.82", "133.98", "133.82", "133.91", "18703"]'
b'["2022-02-10 15:31:00", "133.85", "133.92", "133.77", "133.84", "22639"]'
b'["2022-02-10 15:29:00", "134.12", "134.13", "134.03", "134.05", "10953"]'
b'["2022-02-10 15:28:00", "133.96", "134.09", "133.96", "134.08", "10912"]'
b'["2022-02-10 15:22:00", "133.72", "133.73", "133.64", "133.66", "12168"]'
b'["2022-02-10 15:20:00", "133.7383", "133.79", "133.63", "133.66", "13935"]'
b'["2022-02-10 15:18:00", "133.76", "133.81", "133.68", "133.69", "19944"]'
b'["2022-02-10 15:15:00", "133.615", "133.615", "133.55", "133.58", "11984"]'
b'["2022-02-10 15:11:00", "133.435", "133.53", "133.42", "133.53", "9259"]'
b'["2022-02-10 15:10:00", "133.41", "133.48", "133.39", "133.44", "13973"]'
b'["2022-02-10 15:08:00", "133.45", "133.48", "133.4", "133.4129", "8491"]'
b'["2022-02-10 15:06:00", "133.33", "133.37", "133.33", "133.36", "7491"]'
b'["2022-02-10 15:00:00", "133.23", "133.3", "133.19", "133.3", "6890"]'
b'["2022-02-10 14:59:00", "133.35", "133.36", "133.2442", "133.26", "5894"]'
b'["2022-02-10 14:58:00", "133.27", "133.36", "133.26", "133.29", "11461"]'
b'["2022-02-10 14:55:00", "133.29", "133.29", "133.23", "133.23", "8572"]'
b'["2022-02-10 14:54:00", "133.39", "133.39", "133.28", "133.28", "10149"]'
b'["2022-02-10 14:53:00", "133.4", "133.43", "133.36", "133.4", "12979"]'
b'["2022-02-10 14:52:00", "133.38", "133.41", "133.33", "133.37", "8106"]'
b'["2022-02-10 14:51:00", "133.43", "133.47", "133.37", "133.39", "11356"]'
b'["2022-02-10 14:50:00", "133.55", "133.56", "133.3515", "133.384", "18943"]'
b'["2022-02-10 14:49:00", "133.62", "133.66", "133.555", "133.5619", "6653"]'
b'["2022-02-10 14:48:00", "133.61", "133.64", "133.6", "133.6156", "4339"]'
b'["2022-02-10 14:47:00", "133.53", "133.61", "133.48", "133.6072", "11214"]'
b'["2022-02-10 14:46:00", "133.55", "133.59", "133.51", "133.54", "10535"]'
b'["2022-02-10 14:45:00", "133.6", "133.61", "133.53", "133.535", "8576"]'
b'["2022-02-10 14:44:00", "133.6", "133.69", "133.6", "133.61", "14027"]'
b'["2022-02-10 14:43:00", "133.58", "133.61", "133.565", "133.6", "14591"]'
b'["2022-02-10 14:40:00", "133.63", "133.64", "133.53", "133.585", "7583"]'
b'["2022-02-10 14:39:00", "133.67", "133.71", "133.63", "133.6336", "5966"]'
b'["2022-02-10 14:38:00", "133.74", "133.78", "133.64", "133.655", "7290"]'
b'["2022-02-10 14:37:00", "133.62", "133.76", "133.61", "133.76", "5874"]'
b'["2022-02-10 14:36:00", "133.65", "133.68", "133.5804", "133.61", "7110"]'
b'["2022-02-10 14:34:00", "133.71", "133.71", "133.64", "133.67", "10276"]'
b'["2022-02-10 14:33:00", "133.68", "133.73", "133.66", "133.7", "5411"]'
b'["2022-02-10 14:32:00", "133.7", "133.74", "133.69", "133.69", "4278"]'
b'["2022-02-10 14:31:00", "133.735", "133.79", "133.67", "133.67", "10323"]'
b'["2022-02-10 14:30:00", "133.77", "133.77", "133.71", "133.73", "3029"]'
b'["2022-02-10 14:29:00", "133.85", "133.85", "133.75", "133.79", "6016"]'
b'["2022-02-10 14:25:00", "133.69", "133.73", "133.68", "133.7101", "5324"]'
b'["2022-02-10 14:22:00", "133.69", "133.69", "133.6195", "133.676", "7913"]'
b'["2022-02-10 14:21:00", "133.61", "133.72", "133.5953", "133.7", "8841"]'
b'["2022-02-10 14:20:00", "133.7", "133.72", "133.56", "133.6", "12448"]'
b'["2022-02-10 14:16:00", "133.91", "133.9143", "133.76", "133.79", "20625"]'
b'["2022-02-10 14:15:00", "133.945", "134.0", "133.93", "133.961", "3731"]'
b'["2022-02-10 14:14:00", "133.94", "133.99", "133.94", "133.955", "3680"]'
b'["2022-02-10 14:12:00", "134.04", "134.04", "133.9615", "133.995", "7907"]'
b'["2022-02-10 14:08:00", "134.21", "134.27", "134.14", "134.1799", "5823"]'
b'["2022-02-10 14:06:00", "134.31", "134.32", "134.14", "134.17", "88997"]'
b'["2022-02-10 14:04:00", "134.33", "134.39", "134.3", "134.37", "8793"]'
b'["2022-02-10 14:03:00", "134.2", "134.33", "134.16", "134.33", "85716"]'
b'["2022-02-10 14:02:00", "134.2288", "134.2288", "134.17", "134.1803", "11788"]'
b'["2022-02-10 14:01:00", "134.11", "134.26", "134.09", "134.22", "17488"]'
b'["2022-02-10 13:58:00", "133.86", "134.04", "133.86", "133.92", "20352"]'
b'["2022-02-10 13:57:00", "133.89", "133.95", "133.82", "133.8745", "19659"]'
b'["2022-02-10 13:55:00", "133.99", "134.0463", "133.89", "133.94", "19583"]'
b'["2022-02-10 13:54:00", "133.955", "134.0", "133.93", "133.96", "6800"]'
b'["2022-02-10 13:53:00", "133.94", "133.96", "133.8", "133.96", "25498"]'
b'["2022-02-10 13:46:00", "134.26", "134.26", "134.125", "134.1332", "8523"]'
b'["2022-02-10 13:45:00", "134.3", "134.31", "134.26", "134.3", "5526"]'
b'["2022-02-10 13:43:00", "134.23", "134.27", "134.18", "134.27", "8132"]'
b'["2022-02-10 13:42:00", "134.3393", "134.34", "134.22", "134.22", "9733"]'
b'["2022-02-10 13:40:00", "134.16", "134.315", "134.16", "134.28", "32287"]'
b'["2022-02-10 13:38:00", "134.15", "134.15", "133.98", "134.02", "29093"]'
b'["2022-02-10 13:37:00", "134.16", "134.2", "134.12", "134.1499", "8483"]'
b'["2022-02-10 13:35:00", "134.21", "134.2242", "134.145", "134.19", "3926"]'
b'["2022-02-10 13:34:00", "134.14", "134.27", "134.14", "134.19", "12075"]'
b'["2022-02-10 13:33:00", "134.24", "134.24", "134.09", "134.15", "17624"]'
b'["2022-02-10 13:32:00", "134.2846", "134.3", "134.13", "134.24", "21759"]'
b'["2022-02-10 13:28:00", "134.56", "134.56", "134.49", "134.525", "17176"]'
b'["2022-02-10 13:23:00", "134.81", "134.83", "134.77", "134.78", "14283"]'
b'["2022-02-10 13:21:00", "134.72", "134.84", "134.72", "134.82", "4886"]'
b'["2022-02-10 13:18:00", "134.79", "134.81", "134.72", "134.75", "9827"]'
b'["2022-02-10 13:17:00", "134.8901", "134.94", "134.81", "134.83", "9933"]'
b'["2022-02-10 13:16:00", "134.97", "134.99", "134.9", "134.9", "14143"]'
b'["2022-02-10 13:13:00", "134.84", "134.88", "134.83", "134.87", "5938"]'
b'["2022-02-10 13:11:00", "134.65", "134.84", "134.65", "134.82", "5934"]'
b'["2022-02-10 13:09:00", "134.63", "134.64", "134.565", "134.61", "4751"]'
b'["2022-02-10 13:08:00", "134.65", "134.6772", "134.59", "134.61", "9599"]'
b'["2022-02-10 13:07:00", "134.54", "134.63", "134.49", "134.63", "7473"]'
b'["2022-02-10 13:06:00", "134.5", "134.54", "134.48", "134.49", "4819"]'
b'["2022-02-10 13:04:00", "134.49", "134.49", "134.45", "134.46", "3453"]'
b'["2022-02-10 13:00:00", "134.55", "134.55", "134.45", "134.465", "9003"]'
b'["2022-02-10 12:59:00", "134.56", "134.6", "134.5264", "134.5882", "5043"]'
b'["2022-02-10 12:57:00", "134.44", "134.44", "134.38", "134.4106", "8710"]'
b'["2022-02-10 12:56:00", "134.49", "134.5", "134.435", "134.45", "8083"]'
b'["2022-02-10 12:54:00", "134.535", "134.54", "134.42", "134.42", "3511"]'
b'["2022-02-10 12:52:00", "134.56", "134.56", "134.51", "134.55", "5018"]'
b'["2022-02-10 12:49:00", "134.4901", "134.4901", "134.38", "134.3991", "17854"]'
b'["2022-02-10 12:48:00", "134.61", "134.63", "134.47", "134.47", "15728"]'
b'["2022-02-10 12:47:00", "134.7551", "134.815", "134.6", "134.6038", "24486"]'
b'["2022-02-10 12:44:00", "135.19", "135.1978", "135.14", "135.15", "3324"]'
b'["2022-02-10 12:42:00", "135.22", "135.23", "135.21", "135.23", "2296"]'
b'["2022-02-10 12:38:00", "135.16", "135.18", "135.15", "135.15", "2211"]'
b'["2022-02-10 12:37:00", "135.12", "135.1511", "135.12", "135.1511", "3092"]'
b'["2022-02-10 12:36:00", "135.12", "135.14", "135.1182", "135.1182", "3390"]'
b'["2022-02-10 12:32:00", "135.23", "135.23", "135.205", "135.215", "2804"]'
b'["2022-02-10 12:28:00", "135.12", "135.14", "135.1", "135.1176", "19712"]'
b'["2022-02-10 12:27:00", "135.22", "135.22", "135.09", "135.11", "13905"]'
b'["2022-02-10 12:26:00", "135.235", "135.25", "135.19", "135.2122", "5627"]'
b'["2022-02-10 12:24:00", "135.44", "135.44", "135.2", "135.25", "42224"]'
b'["2022-02-10 12:22:00", "135.44", "135.47", "135.43", "135.46", "4051"]'
b'["2022-02-10 12:16:00", "135.49", "135.58", "135.475", "135.56", "5045"]'
b'["2022-02-10 12:15:00", "135.57", "135.57", "135.5", "135.5", "3314"]'
b'["2022-02-10 12:14:00", "135.6221", "135.6328", "135.5201", "135.5201", "3904"]'
b'["2022-02-10 12:13:00", "135.6588", "135.66", "135.58", "135.63", "4610"]'
b'["2022-02-10 12:11:00", "135.7", "135.74", "135.68", "135.69", "4453"]'
b'["2022-02-10 12:10:00", "135.715", "135.715", "135.64", "135.6602", "3162"]'
b'["2022-02-10 12:09:00", "135.67", "135.72", "135.655", "135.7031", "4495"]'
b'["2022-02-10 12:06:00", "135.56", "135.64", "135.53", "135.57", "8730"]'
b'["2022-02-10 12:05:00", "135.5499", "135.58", "135.53", "135.56", "6199"]'
b'["2022-02-10 12:04:00", "135.53", "135.55", "135.48", "135.54", "3400"]'
b'["2022-02-10 12:03:00", "135.57", "135.61", "135.53", "135.53", "5275"]'
b'["2022-02-10 12:02:00", "135.544", "135.58", "135.52", "135.58", "40497"]'
b'["2022-02-10 12:01:00", "135.5", "135.5437", "135.45", "135.5437", "3564"]'
b'["2022-02-10 11:56:00", "135.7", "135.725", "135.66", "135.7128", "6453"]'
b'["2022-02-10 11:54:00", "135.72", "135.73", "135.6388", "135.6388", "7978"]'
b'["2022-02-10 11:53:00", "135.68", "135.7216", "135.68", "135.71", "6008"]'
b'["2022-02-10 11:48:00", "135.84", "135.87", "135.77", "135.86", "8555"]'
b'["2022-02-10 11:44:00", "135.85", "135.93", "135.845", "135.845", "5287"]'
b'["2022-02-10 11:43:00", "135.7813", "135.83", "135.78", "135.83", "4133"]'
b'["2022-02-10 11:42:00", "135.74", "135.8", "135.74", "135.79", "60524"]'
b'["2022-02-10 11:41:00", "135.71", "135.77", "135.71", "135.725", "4079"]'
b'["2022-02-10 11:39:00", "135.8499", "135.87", "135.72", "135.72", "6596"]'
b'["2022-02-10 11:38:00", "135.82", "135.87", "135.8", "135.84", "5844"]'
b'["2022-02-10 11:34:00", "135.8437", "135.85", "135.74", "135.75", "4152"]'
b'["2022-02-10 11:31:00", "135.7", "135.76", "135.68", "135.73", "5780"]'
b'["2022-02-10 11:29:00", "135.64", "135.665", "135.59", "135.665", "5956"]'
b'["2022-02-10 11:18:00", "135.74", "135.7685", "135.6815", "135.685", "5146"]'
b'["2022-02-10 11:15:00", "135.7", "135.78", "135.7", "135.72", "7443"]'
b'["2022-02-10 11:11:00", "135.715", "135.72", "135.64", "135.64", "7140"]'
b'["2022-02-10 11:09:00", "135.86", "135.88", "135.775", "135.79", "4312"]'
b'["2022-02-10 11:08:00", "135.955", "135.98", "135.83", "135.86", "4970"]'
b'["2022-02-10 11:05:00", "135.965", "136.0", "135.94", "135.95", "4267"]'
b'["2022-02-10 11:04:00", "135.9577", "135.99", "135.92", "135.97", "7256"]'
b'["2022-02-10 11:03:00", "135.97", "135.9913", "135.94", "135.94", "7143"]'
b'["2022-02-10 11:01:00", "135.99", "135.99", "135.83", "135.86", "9119"]'
b'["2022-02-10 10:55:00", "136.141", "136.15", "136.001", "136.03", "12684"]'
b'["2022-02-10 10:51:00", "136.34", "136.3717", "136.23", "136.28", "9494"]'
b'["2022-02-10 10:49:00", "136.28", "136.3511", "136.28", "136.35", "3317"]'
b'["2022-02-10 10:48:00", "136.27", "136.31", "136.26", "136.3", "5808"]'
b'["2022-02-10 10:45:00", "136.43", "136.44", "136.37", "136.41", "5588"]'
b'["2022-02-10 10:40:00", "136.48", "136.54", "136.44", "136.54", "10581"]'
b'["2022-02-10 10:38:00", "136.335", "136.36", "136.26", "136.27", "7421"]'
b'["2022-02-10 10:36:00", "136.2402", "136.34", "136.2", "136.33", "6846"]'
b'["2022-02-10 10:32:00", "136.245", "136.245", "136.18", "136.2", "5499"]'
b'["2022-02-10 10:30:00", "136.24", "136.3075", "136.2", "136.21", "3523"]'
b'["2022-02-10 10:27:00", "136.385", "136.385", "136.3", "136.34", "4991"]'
b'["2022-02-10 10:24:00", "136.295", "136.45", "136.295", "136.43", "8654"]'
b'["2022-02-10 10:23:00", "136.21", "136.31", "136.21", "136.295", "5208"]'
b'["2022-02-10 10:22:00", "136.2767", "136.28", "136.2", "136.2351", "6817"]'
b'["2022-02-10 10:19:00", "136.33", "136.41", "136.245", "136.41", "3896"]'
b'["2022-02-10 10:17:00", "136.4", "136.48", "136.37", "136.41", "17663"]'
b'["2022-02-10 10:15:00", "136.32", "136.42", "136.3159", "136.42", "4891"]'
b'["2022-02-10 10:13:00", "136.32", "136.35", "136.18", "136.35", "8283"]'
b'["2022-02-10 10:12:00", "136.25", "136.42", "136.2305", "136.28", "32321"]'
b'["2022-02-10 10:10:00", "136.175", "136.22", "136.12", "136.175", "9201"]'
b'["2022-02-10 10:07:00", "136.18", "136.26", "136.15", "136.21", "7843"]'
b'["2022-02-10 10:04:00", "135.79", "135.79", "135.61", "135.72", "17861"]'
b'["2022-02-10 10:03:00", "135.8743", "135.9304", "135.78", "135.79", "7482"]'
b'["2022-02-10 10:01:00", "136.07", "136.12", "135.836", "135.88", "25523"]'
b'["2022-02-10 09:55:00", "136.24", "136.3", "136.11", "136.15", "13478"]'
b'["2022-02-10 09:53:00", "136.3", "136.305", "136.24", "136.27", "9784"]'
b'["2022-02-10 09:52:00", "136.06", "136.31", "136.06", "136.265", "14761"]'
b'["2022-02-10 09:51:00", "135.92", "136.12", "135.825", "136.12", "9736"]'
b'["2022-02-10 09:50:00", "135.79", "135.95", "135.79", "135.9", "7504"]'
b'["2022-02-10 09:48:00", "135.76", "135.88", "135.75", "135.88", "3693"]'
b'["2022-02-10 09:46:00", "135.95", "136.07", "135.85", "135.85", "9565"]'
b'["2022-02-10 09:45:00", "135.79", "135.98", "135.79", "135.94", "15166"]'
b'["2022-02-10 09:41:00", "135.6", "135.7", "135.49", "135.69", "27664"]'
b'["2022-02-10 09:40:00", "135.6", "135.7087", "135.59", "135.61", "11208"]'
b'["2022-02-10 09:37:00", "135.33", "135.63", "135.33", "135.59", "22369"]'
b'["2022-02-10 09:35:00", "135.29", "135.37", "135.1", "135.29", "23902"]'
b'["2022-02-10 09:30:00", "135.79", "135.79", "135.1", "135.1", "11300"]'
b'["2022-02-10 09:12:00", "135.42", "135.42", "135.42", "135.42", "2224"]'
b'["2022-02-10 09:08:00", "135.4", "135.4", "135.4", "135.4", "170"]'
b'["2022-02-10 09:03:00", "135.45", "135.45", "135.35", "135.35", "717"]'
b'["2022-02-10 08:56:00", "135.6", "135.6", "135.55", "135.55", "2733"]'
b'["2022-02-10 08:50:00", "135.8499", "135.85", "135.8499", "135.85", "425"]'
b'["2022-02-10 08:48:00", "135.85", "135.85", "135.85", "135.85", "176"]'
b'["2022-02-10 08:44:00", "135.7", "135.7", "135.7", "135.7", "325"]'
b'["2022-02-10 08:38:00", "135.465", "135.465", "135.465", "135.465", "177"]'
b'["2022-02-10 08:37:00", "135.94", "135.94", "135.4", "135.4", "721"]'
b'["2022-02-10 08:28:00", "135.91", "135.91", "135.88", "135.88", "586"]'
b'["2022-02-10 08:26:00", "136.11", "136.11", "136.11", "136.11", "500"]'
b'["2022-02-10 08:25:00", "136.15", "136.15", "136.15", "136.15", "630"]'
b'["2022-02-10 08:16:00", "136.01", "136.01", "136.01", "136.01", "1011"]'
b'["2022-02-10 08:15:00", "136.02", "136.0206", "136.02", "136.02", "1353"]'
b'["2022-02-10 08:06:00", "136.01", "136.01", "136.01", "136.01", "110"]'
b'["2022-02-10 08:05:00", "136.15", "136.15", "136.15", "136.15", "100"]'
b'["2022-02-10 08:01:00", "136.0801", "136.2", "136.0801", "136.2", "600"]'
b'["2022-02-10 07:38:00", "136.25", "136.25", "136.25", "136.25", "500"]'
b'["2022-02-10 07:22:00", "136.15", "136.15", "136.15", "136.15", "101"]'
b'["2022-02-10 07:06:00", "136.25", "136.25", "136.25", "136.25", "248"]'
b'["2022-02-10 07:04:00", "136.25", "136.25", "136.25", "136.25", "400"]'
b'["2022-02-10 04:14:00", "136.5", "136.5", "136.4", "136.4", "483"]'
b'["2022-02-10 04:04:00", "136.28", "136.28", "136.26", "136.26", "650"]'
b'["2022-02-09 19:54:00", "136.118088192", "136.118088192", "136.118088192", "136.118088192", "154"]'
b'["2022-02-09 19:44:00", "136.127966854", "136.127966854", "136.127966854", "136.127966854", "146"]'
b'["2022-02-09 18:48:00", "136.157602841", "136.157602841", "136.157602841", "136.157602841", "205"]'
b'["2022-02-09 18:06:00", "136.157602841", "136.157602841", "136.127966854", "136.127966854", "446"]'
b'["2022-02-09 17:47:00", "136.157602841", "136.157602841", "136.157602841", "136.157602841", "100"]'
b'["2022-02-09 17:22:00", "136.206996153", "136.206996153", "136.206996153", "136.206996153", "105"]'
b'["2022-02-09 16:26:00", "136.206996153", "136.206996153", "136.206996153", "136.206996153", "272"]'
b'["2022-02-09 16:09:00", "136.118088192", "136.118088192", "136.118088192", "136.118088192", "264"]'
b'["2022-02-09 16:03:00", "136.118088192", "136.118088192", "136.118088192", "136.118088192", "55025"]'
b'["2022-02-09 16:00:00", "136.0242409", "136.216874815", "135.960029595", "136.147724179", "163346"]'
b'["2022-02-09 15:58:00", "136.06869488", "136.147724179", "136.048937555", "136.147724179", "25119"]'
b'["2022-02-09 15:57:00", "136.009422906", "136.088452205", "135.999544244", "136.058816218", "34681"]'
b'["2022-02-09 15:53:00", "136.088452205", "136.098330867", "136.034119562", "136.098330867", "26298"]'
b'["2022-02-09 15:52:00", "136.127966854", "136.137845516", "136.06869488", "136.098330867", "26851"]'
b'["2022-02-09 15:51:00", "136.108209529", "136.202056822", "136.088452205", "136.118088192", "37217"]'
b'["2022-02-09 15:47:00", "135.930393608", "135.94027227", "135.910636283", "135.94027227", "16998"]'
b'["2022-02-09 15:46:00", "135.960029595", "135.964968926", "135.920514945", "135.930393608", "18452"]'
b'["2022-02-09 15:44:00", "135.960029595", "135.960029595", "135.895818289", "135.935332939", "11318"]'
b'["2022-02-09 15:42:00", "136.037083161", "136.037083161", "135.960029595", "135.979688133", "9332"]'
b'["2022-02-09 15:41:00", "136.088452205", "136.098330867", "135.960029595", "136.034119562", "27294"]'
b'["2022-02-09 15:39:00", "136.202056822", "136.202056822", "136.137845516", "136.146044806", "13956"]'
b'["2022-02-09 15:38:00", "136.216874815", "136.23663214", "136.19711749", "136.202056822", "8995"]'
b'["2022-02-09 15:37:00", "136.216874815", "136.231692809", "136.167481503", "136.216874815", "20740"]'
b'["2022-02-09 15:36:00", "136.118088192", "136.216874815", "136.118088192", "136.206996153", "12842"]'
b'["2022-02-09 15:35:00", "136.108209529", "136.118088192", "136.088452205", "136.098330867", "15433"]'
b'["2022-02-09 15:34:00", "136.098330867", "136.131325599", "136.098133294", "136.098133294", "8266"]'
b'["2022-02-09 15:31:00", "136.019301569", "136.053876887", "135.979786919", "136.009422906", "11106"]'
b'["2022-02-09 15:29:00", "135.950150932", "135.974847588", "135.950150932", "135.969908257", "4510"]'
b'["2022-02-09 15:27:00", "135.950150932", "135.950150932", "135.905696952", "135.920514945", "6738"]'
b'["2022-02-09 15:26:00", "135.950150932", "135.969908257", "135.94027227", "135.94027227", "5769"]'
b'["2022-02-09 15:22:00", "135.910636283", "135.930393608", "135.881000296", "135.895818289", "6079"]'
b'["2022-02-09 15:18:00", "135.881000296", "135.900757621", "135.851364309", "135.900757621", "10548"]'
b'["2022-02-09 15:17:00", "135.88672992", "135.900757621", "135.87092406", "135.895818289", "7008"]'
b'["2022-02-09 15:15:00", "135.920514945", "135.920514945", "135.890878958", "135.910636283", "8975"]'
b'["2022-02-09 15:11:00", "135.881000296", "135.885939627", "135.861242971", "135.881000296", "3108"]'
b'["2022-02-09 15:08:00", "135.841485647", "135.841485647", "135.81184966", "135.81184966", "2905"]'
b'["2022-02-09 15:07:00", "135.801970997", "135.85630364", "135.782213673", "135.84869707", "4488"]'
b'["2022-02-09 15:05:00", "135.900757621", "135.920416159", "135.841485647", "135.851364309", "11831"]'
b'["2022-02-09 15:03:00", "136.004483575", "136.019301569", "135.890878958", "135.900757621", "12826"]'
b'["2022-02-09 15:00:00", "136.098330867", "136.098330867", "136.039058893", "136.039058893", "4718"]'
b'["2022-02-09 14:59:00", "136.157602841", "136.157602841", "136.058816218", "136.078573542", "9926"]'
b'["2022-02-09 14:58:00", "136.167481503", "136.216874815", "136.167481503", "136.187238828", "2804"]'
b'["2022-02-09 14:56:00", "136.187238828", "136.206996153", "136.167481503", "136.202056822", "8611"]'
b'["2022-02-09 14:54:00", "136.19711749", "136.206996153", "136.127966854", "136.172420835", "10803"]'
b'["2022-02-09 14:53:00", "136.221814146", "136.226753477", "136.19711749", "136.206996153", "1084638"]'
b'["2022-02-09 14:52:00", "136.206996153", "136.226753477", "136.177360166", "136.216874815", "7927"]'
b'["2022-02-09 14:50:00", "136.216874815", "136.226753477", "136.206996153", "136.211935484", "4173"]'
b'["2022-02-09 14:47:00", "136.192178159", "136.206996153", "136.157602841", "136.196129624", "7068"]'
b'["2022-02-09 14:45:00", "136.256389464", "136.266268127", "136.246510802", "136.246510802", "4841"]'
b'["2022-02-09 14:44:00", "136.23663214", "136.256389464", "136.216874815", "136.233273394", "8359"]'
b'["2022-02-09 14:40:00", "136.280987334", "136.286025451", "136.256389464", "136.276146789", "6826"]'
b'["2022-02-09 14:39:00", "136.276146789", "136.276344362", "136.256389464", "136.256389464", "13899"]'
b'["2022-02-09 14:37:00", "136.266268127", "136.266268127", "136.206996153", "136.206996153", "9608"]'
b'["2022-02-09 14:36:00", "136.28108612", "136.286025451", "136.256389464", "136.276048002", "8306"]'
b'["2022-02-09 14:33:00", "136.206996153", "136.251450133", "136.203538621", "136.241571471", "4072"]'
b'["2022-02-09 14:31:00", "136.221814146", "136.256389464", "136.216874815", "136.256389464", "8701"]'
b'["2022-02-09 14:30:00", "136.18249707", "136.206996153", "136.167481503", "136.206996153", "5406"]'
